county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,conditions,uv_index,visibility,wind_bearing,wind_speed
Washington County,New York,Spring,Report 55727: Married couple has possible daytime sighting while boating on Lake George,43.35086,-73.34347,6/17/2015,55727,Class B,dreye5bcj6,73.2,65,56.4,49.3,58.8,14,0.03,0,0,,1019.6,Clear conditions throughout the day.,Clear,,9.9,4.2,11.4
Washington County,New York,Summer,Report 65975: Afternoon sighting by dog walker in Whitehall,43.56058,-73.40212,6/12/2019,65975,Class A,drezc9yny8,74.8,61.8,46,46.5,62.5,0,0.33,0,0,,1019.6,Clear conditions throughout the day.,Clear,6,9.5,186.2,9
Onondaga County,New York,Summer,Report 57998: Strange occurrences remembered that happened at a golf course in Syracuse,43.00972,-76.10047,10/6/2017,57998,Class B,dr9usm9mf8,65.1,59.5,55,56.4,89.6,80.3,0.53,0.059,100,['rain'],1018.1,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,9.8,142.6,6.6
Oneida County,New York,Fall,Report 27035: Man recounts childhood incident at his home on Oneida Lake,43.1546,-75.73906,10/28/1972,27035,Class B,drdjs803zb,57.8,50.9,42,45.9,83.4,100,0.71,,0,,1015.4,Cloudy skies throughout the day.,Overcast,,5.4,113.9,10.3
Niagara County,New York,Fall,Report 12709: Daylight sighting by hiker outside Middleport,43.19501,-78.54224,9/21/2002,12709,Class A,dr8jsxrm1j,78.7,71.3,64.2,65.5,82.1,83.3,0.5,0.034,100,['rain'],1011.8,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,9.4,215.8,18.5
Monroe County,New York,Fall,,,,,1525,Class A,,,,,,,,,,,,,,,,,,
Madison County,New York,Summer,,,,,454,Class B,,,,,,,,,,,,,,,,,,
Lewis County,New York,Summer,,,,,6700,Class A,,,,,,,,,,,,,,,,,,
Hamilton County,New York,Summer,,,,,1524,Class B,,,,,,,,,,,,,,,,,,
Fulton County,New York,Winter,Report 22561: Man recalls childhood observation - large tracks with long stride in snow - near Mayfield,43.0949,-74.27923,1/15/1966,22561,Class B,drejjtptbr,55.1,50.1,46.1,44.9,82.9,74.8,0.19,0.091,100,['rain'],1019.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9.1,339.3,8.1
Franklin County,New York,Fall,Report 75097: Possible daylight sighting in Adirondacks 15 miles NW of Lake Placid,44.43419,-74.18324,10/25/2022,75097,Class B,drghzbvrvj,71.9,57.2,41.9,51.7,83.3,88.9,0,0,0,,1018.3,Partly cloudy throughout the day.,Partially cloudy,3,6.5,192.7,19.6
Essex County,New York,Summer,,,,,1522,Class A,,,,,,,,,,,,,,,,,,
Erie County,New York,Summer,,,,,1520,Class B,,,,,,,,,,,,,,,,,,
Essex County,New York,Summer,Report 10289: Two people in canoe see creature on shoreline,44.26646,-74.14589,8/15/1996,10289,Class A,drg7bf2wgd,0,,0,,,,0.05,,,,,,,,,,
Delaware County,New York,Fall,,,,,1453,Class B,,,,,,,,,,,,,,,,,,
Cortland County,New York,Winter,,,,,1451,Class A,,,,,,,,,,,,,,,,,,
Columbia County,New York,Spring,,,,,5245,Class A,,,,,,,,,,,,,,,,,,
Clinton County,New York,Summer,,,,,5241,Class A,,,,,,,,,,,,,,,,,,
Clinton County,New York,Winter,Report 14035: Possible night time sighitng  by motorist on Chazy Lake Road outside Saranac,44.66399,-73.73606,2/15/2005,14035,Class B,drgw44g497,40.8,38,34.4,32.5,80.8,92.1,0.25,0.083,100,['rain'],1013.4,Cloudy skies throughout the day with rain clearing later.,"Rain, Overcast",,9.6,204.2,15.1
Delaware County,New York,Winter,Report 8953: Multiple observations over three year span,42.36176,-75.0116,3/1/2003,8953,Class A,drd8vpdpph,35.7,30.7,28.5,21.6,69.4,96.4,0.95,,0,,,Cloudy skies throughout the day.,Overcast,,7.8,165.5,12.8
Delaware County,New York,Fall,Report 14373: Possible daylight stalking and knocking heard by hunter near Deposit,42.0837,-75.38025,10/1/2005,14373,Class B,dr6rktjg2f,70.1,57.3,44.9,43.8,61.6,0,0.94,0.02,100,['rain'],1025.3,Clear conditions throughout the day with early morning rain.,Rain,,9.9,199,12.8
Dutchess County,New York,Spring,Report 11630: Dusk and evening sightings around Stissing Mountain,41.97341,-73.66616,5/1/1985,11630,Class B,dr7wg9jby4,76.1,65,53.6,41.7,43.6,87.6,0.39,0,0,,1015.7,Partly cloudy throughout the day.,Partially cloudy,,16.1,8.2,14.9
Dutchess County,New York,Summer,Report 23856: Campers hear and see possible bigfoot pass by tents on Nuclear Lake,41.59773,-73.64642,7/15/2007,23856,Class B,dr7sshsk64,85.9,73,65.3,65,77.6,34.7,0.04,0.175,100,['rain'],1009.2,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,7.8,191.2,11.3
Dutchess County,New York,Summer,Report 26205: Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck,41.94512,-73.87915,2/15/2010,26205,Class A,dr7qwgfu51,41.2,34.3,30.7,21.1,59.6,62.8,0.05,0.003,100,"['rain', 'snow']",1005.3,Clearing in the afternoon with late afternoon rain or snow.,"Snow, Rain, Partially cloudy",,9.3,243.2,8.6
Dutchess County,New York,Fall,Report 43285: Bow hunter with binoculars observes a tall Bigfoot with a smaller one near Amenia,41.87219,-73.55858,11/9/2013,43285,Class A,dr7wnns70v,46.2,40.2,33.8,25.5,56.2,64.3,0.22,0,0,,1021.3,Partly cloudy throughout the day.,Partially cloudy,,9.9,230.8,9.2
Dutchess County,New York,Spring,"Report 67425: Possible vocalization 4 miles north of Pawling, heard from Appalachian Trail",41.60511,-73.59506,3/18/2018,67425,Class B,dr7stmcxqf,38.5,27.2,17,3.9,38.4,7.4,0.04,0,0,,1012.7,Clear conditions throughout the day.,Clear,8,9.9,338.4,14
Essex County,New York,Fall,,,,,1523,Class B,,,,,,,,,,,,,,,,,,
Essex County,New York,Fall,,,,,5047,Class B,,,,,,,,,,,,,,,,,,
Essex County,New York,Fall,,,,,7909,Class B,,,,,,,,,,,,,,,,,,
Essex County,New York,Fall,"Report 11956: Unusual events at remote family cabin near Keene Valley, NY",44.1856,-73.8094,12/28/2005,11956,Class B,drge27txu2,31.3,25.6,20.1,22.7,88.8,94.8,0.92,0,0,,1007.9,Cloudy skies throughout the day.,Overcast,,8.6,106.9,6.6
Essex County,New York,Summer,Report 15191: Possible daylight sighting by motorist near Minerva,43.81495,-74.00528,7/10/2006,15191,Class B,drg37bqbxf,81.9,69.9,54,60,73.4,24,0.5,0.023,100,['rain'],1015.2,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,6.1,196.7,10.3
Essex County,New York,Summer,Report 64192: Camper describes morning sighting at Cascade Lake near Lake Placid,44.22388,-73.87529,8/6/2010,64192,Class A,drg7wftwub,71.3,63.7,47.9,50.2,63.6,34.6,0.89,0,0,,1005.2,Partly cloudy throughout the day.,Partially cloudy,,9.9,292.3,13.4
Essex County,New York,Summer,Report 74531: RECENT: Reliable motorist sighting of a sasquatch 2.5 miles SW of Keeseville (Adirondacks - Ausable River),44.48551,-73.52519,5/30/2022,74531,Class A,drgtnfkdfu,81.7,68.9,52.3,55.4,64.7,19.1,0,0,0,,1015.4,Clear conditions throughout the day.,Clear,10,9.9,159.2,10.2
Fulton County,New York,Summer,,,,,4286,Class A,,,,,,,,,,,,,,,,,,
Fulton County,New York,Summer,Report 25913: Two men see a 7' tall biped in their headlights while driving near Caroga Lake,43.13206,-74.47383,6/16/2004,25913,Class B,drej37cy3y,83,73.8,60.2,59.8,63.6,0,0.96,0,0,,1019.8,Clear conditions throughout the day.,Clear,,9.8,295.7,9.2
Hamilton County,New York,Summer,,,,,6695,Class A,,,,,,,,,,,,,,,,,,
Hamilton County,New York,Spring,Report 7872: Camper hears strange screams at Indian Lake,43.61833,-74.75611,5/28/1999,7872,Class B,drfb4ukr0q,60.9,53.7,46.5,45.6,76.2,95,0.45,,0,,1015.1,Cloudy skies throughout the day.,Overcast,,29.8,255.4,5.8
Hamilton County,New York,Fall,Report 28570: Possible nighttime encounter outside a home north of Northville,43.30679,-74.15429,9/24/2010,28570,Class B,dreq2ef2rf,84.6,70.5,56.6,62.1,76.3,44.5,0.54,0,0,,1013.7,Partly cloudy throughout the day.,Partially cloudy,,9.5,186.5,13.7
Hamilton County,New York,Summer,Report 45831: Bigfoot running with a deer in its arms is struck by a car late at night north of Wells,43.46181,-74.23166,7/11/2014,45831,Class A,drepnzfpku,78.4,67.1,53.2,54.5,67.4,6.7,0.47,0,0,,1022.8,Clear conditions throughout the day.,Clear,10,9.6,42.4,8.1
Monroe County,New York,Summer,Report 8905: Three men have a late night encounter with a bi-pedal figure,43.2696,-77.664,7/27/2005,8905,Class B,dr8y0syz9w,71.7,66.7,60,65.2,95.2,90.8,0.75,0.834,100,['rain'],1010.6,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,7.7,322.4,14.8
Chenango County,New York,Summer,,,,,4683,Class B,,,,,,,,,,,,,,,,,,
Chemung County,New York,Winter,,,,,145,Class B,,,,,,,,,,,,,,,,,,
Chautauqua County,New York,Fall,,,,,6384,Class B,,,,,,,,,,,,,,,,,,
Cattaraugus County,New York,Summer,,,,,4589,Class B,,,,,,,,,,,,,,,,,,
Broome County,New York,Fall,,,,,1406,Class A,,,,,,,,,,,,,,,,,,
Allegany County,New York,Winter,Report 11726: Witness has two encounters with an animal near Genesee River,42.09785,-77.93121,2/1/1998,11726,Class A,dr2x6xsjz0,42.9,27.1,10.5,15.4,65.6,0,0.16,0,0,,1021.3,Clear conditions throughout the day.,Clear,,9.5,149.1,11.4
Albany County,New York,Summer,,,,,2987,Class B,,,,,,,,,,,,,,,,,,
Warren County,Ohio,Spring,Report 46635: Father and son have multiple encounters outside Cincinnati,39.13595,-84.17227,1/22/2015,46635,Class A,dnunss7x7v,37.1,35.2,33.2,27.2,72.4,99.2,0.07,0,0,,1029.1,Cloudy skies throughout the day.,Overcast,,9.9,337,8.6
Union County,Ohio,Fall,Report 4981: Late night encounter by Coon hunters near Byhalia,40.47326,-83.44371,10/31/1983,4981,Class B,dphwjpyjud,59.9,48.3,37.2,36,63.3,80.6,0.85,0,0,,1029.7,Partly cloudy throughout the day.,Partially cloudy,,12.2,109.3,9.2
Tuscarawas County,Ohio,Fall,Report 32620: Memory told of observing a large creature while hunting just north of Newcomerstown,40.28488,-81.58699,11/28/1983,32620,Class A,dpjvpmwhmm,62.1,51.4,39.2,44,76.9,86,0.79,0.985,100,['rain'],1004.1,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,7.5,192.7,20.8
Trumbull County,Ohio,Winter,Report 5262: Woman see's a large bear like thing standing next to dumpster. The next day she finds large human like five toed tracks where it was standing heading into the woods,41.1462,-80.62124,11/1/1997,5262,Class B,dpqdj6mmuz,55.2,51.8,47.9,48.6,89.2,92.8,0.05,0.238,100,['rain'],1002.9,Cloudy skies throughout the day with rain in the morning and afternoon.,"Rain, Overcast",,6,133.4,12.6
Summit County,Ohio,Fall,Report 7431: Nine year old playing hide and seek comes face to face with a small ape-like creature,41.10765,-81.4311,9/1/1978,7431,Class A,dpq1fgrtmv,75.8,65.7,54.4,50.8,61.9,4,0.97,0,0,,1022.9,Clear conditions throughout the day.,Clear,,12.4,28.3,9.1
Shelby County,Ohio,Fall,Report 841: Boy has several late night encounters near Sidney,40.24354,-84.18491,11/1/1982,841,Class A,dphhuq47t7,75.8,68.5,60.9,57.4,68.5,69.4,0.5,0.031,100,['rain'],1014.3,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.7,209.8,16.3
Scioto County,Ohio,Fall,Report 4975: Sighting at Camp Oyo Boy Scout Camp on Rt. 125,38.77727,-83.18179,10/31/1977,4975,Class B,dnuue5hvgz,66.8,58.5,50.1,36.5,44.4,77.1,0.65,0,0,,1021.6,Partly cloudy throughout the day.,Partially cloudy,,9.9,139.6,11.6
Sandusky County,Ohio,Fall,Report 58458: Daytime road crossing on State Route 19 just outside of Fremont,41.29247,-83.05098,10/28/2017,58458,Class A,dpkfyjh45f,41.9,39.6,38.2,32.4,75.6,85.2,0.29,0.127,100,['rain'],1011.7,Partly cloudy throughout the day with rain clearing later.,"Rain, Partially cloudy",,9.5,239.3,15.7
Scioto County,Ohio,Summer,Report 10421: A couple has a frightening encounter in Shawnee State Forest.,38.68516,-83.12916,7/21/1982,10421,Class B,dnuuh67jqh,83,72.3,62,66.1,83,25,0.03,0,0,,1017.1,Partly cloudy throughout the day.,Partially cloudy,,7.7,87.7,8.1
Scioto County,Ohio,Fall,"Report 6062: Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the reeds down a hill",38.74899,-82.97854,10/1/1986,6062,Class A,dnuury0c5z,83.9,74.4,68.1,68.6,82.8,70,0.93,0.012,100,['rain'],1016.3,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",,7.3,218.5,13.9
Scioto County,Ohio,Fall,"Report 4976: Witness has two sightings, ten years apart in Cut Rock area",38.83628,-83.12873,10/1/1990,4976,Class A,dnuuumgt8p,71,58.1,50.1,50.6,79.6,51.7,0.41,0,0,,1019.5,Partly cloudy throughout the day.,Partially cloudy,,7.1,227.9,9.2
Scioto County,Ohio,Summer,Report 5229: Man recalls seeing a strange bipedal animal during his one and only hunting trip,38.79215,-82.93085,6/25/2004,5229,Class A,dnvh8vgseh,71.7,69.4,64.5,66.1,89.6,51,0.25,0.213,100,['rain'],1016.3,Becoming cloudy in the afternoon with rain.,"Rain, Partially cloudy",,4.4,158.7,5.8
Scioto County,Ohio,Summer,Report 27972: Family camping at Shawnee State Forest has possible encounter,38.69322,-83.12891,7/6/2010,27972,Class B,dnuuh7gkk4,93,81,68,67.5,67.4,13.9,0.83,0,0,,1017.9,Clear conditions throughout the day.,Clear,10,5.6,7.1,4.7
Scioto County,Ohio,Winter,Report 44173: Possible tracks found by a man and his dog at a rest stop near Piketon,38.9506,-83.02551,2/14/2014,44173,Class B,dnuvwdwxtq,41.8,35,30.3,22.9,61.8,51.4,0.5,0,0,,1005.4,Becoming cloudy in the afternoon.,Partially cloudy,,8.6,236.5,14.1
Stark County,Ohio,Fall,Report 24435: Man sees silhouette of an 8'-9' tall creature looking back at him from a cornfield near Canton,40.79362,-81.32337,8/10/1976,24435,Class B,dpq0j6q0h1,83.6,67.1,55.2,59.2,78.1,39.4,0.52,0,0,,1021.4,Partly cloudy throughout the day.,Partially cloudy,,6.8,311.9,7
Stark County,Ohio,Summer,"Report 4484: A series of sightings, screams, and smells near an abandoned strip mine",40.67979,-81.51075,7/1/1978,4484,Class A,dpnp3jt8vy,71,66.1,62,54,66,96.1,0.87,0,0,,1017.1,Cloudy skies throughout the day.,Overcast,,9.1,85,13.6
Stark County,Ohio,Summer,"Report 8406: Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""",40.7343,-81.15622,8/1/1978,8406,Class A,dpnr9pry7p,81.1,70.8,60.2,59,68,50,0.92,0,0,,1017.4,Partly cloudy throughout the day.,Partially cloudy,,7.1,207.2,12.8
Stark County,Ohio,Summer,Report 4977: Ron Schaffner case report: The 1978 Minerva Flap,40.74451,-81.0758,8/21/1978,4977,Class A,dpnrg163uz,77,65.9,55.2,54.1,67.9,16.4,0.61,0,0,,1025.6,Clear conditions throughout the day.,Clear,,16.1,42.2,8.6
Stark County,Ohio,Summer,Report 17189: Close encounter remembered and possible vocalizations heard and recorded near Minerva,40.75079,-81.27147,8/15/1991,17189,Class B,dpnpyd7yt3,84.6,72.5,60.3,57.6,63.7,65.4,0.18,0,0,,1015.6,Partly cloudy throughout the day.,Partially cloudy,,7.6,268,17.6
Stark County,Ohio,Unknown,"Report 5030: Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio",40.75872,-81.19895,1/15/1992,5030,Class A,dpnrb7bsz2,22.1,17.1,9.7,11.3,77.9,74.7,0.36,0.059,100,['snow'],1013,Partly cloudy throughout the day with late afternoon snow.,"Snow, Partially cloudy",,9.9,230.9,19.6
Stark County,Ohio,Winter,"Report 2850: Two friends witness tall, hairy creature drinking from a pond",40.74065,-81.35575,2/15/1995,2850,Class A,dpnpu8we3x,42.2,33.7,20.9,27.4,78.6,100,0.5,0.319,100,"['rain', 'snow']",1014.4,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"Snow, Rain, Overcast",,5.4,167.7,21.9
Stark County,Ohio,Winter,Report 1851: Two men see see a hairy creature running into woods,40.77789,-81.25768,2/24/2001,1851,Class A,dpnpyzmuqv,46.3,32,22.1,20.7,64.1,81.4,0.05,0.012,100,"['rain', 'snow']",1027.6,Partly cloudy throughout the day with rain or snow.,"Snow, Rain, Partially cloudy",,8.4,119.7,16.1
Stark County,Ohio,Fall,Report 28998: Motorist has possible roadside sighting at night west of Alliance,40.90177,-81.26729,10/22/2010,28998,Class B,dpq0wtyynf,55.2,44.2,33.7,30.8,61.1,35.3,0.5,0,0,,1020.1,Partly cloudy throughout the day.,Partially cloudy,,9.9,271.4,15.9
Stark County,Ohio,Summer,Report 42745: Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton,40.79438,-81.31219,9/9/2011,42745,Class A,dpq0jdqk2x,76.7,67.5,63.9,62.6,85.2,84.6,0.4,0,0,,1013.1,Partly cloudy throughout the day.,Partially cloudy,,4.4,308.4,6.5
Summit County,Ohio,Summer,Report 15885: Possible confrontation with hikers at night in Cuyahoga Valley National Park,41.29621,-81.5745,1/4/1995,15885,Class A,dpmfztxrb7,17.4,12.6,9.6,3.9,68.1,71,0.11,0.013,100,['snow'],1026,Partly cloudy throughout the day with late afternoon snow.,"Snow, Partially cloudy",,8.2,251.1,17.4
Summit County,Ohio,Winter,Report 13882: Road crossing sighting outside Cleveland - St. Rt. 82 near the CVRA,41.31609,-81.56152,3/11/1995,13882,Class B,dpq5012ewv,60.7,45.2,31.9,28.2,52.7,14.6,0.33,0,0,,1026.8,Clear conditions throughout the day.,Clear,,13,209.6,17.3
Summit County,Ohio,Fall,Report 5267: Young teenager has two sightings less than two months apart in a ravine behind her home,41.23638,-81.62379,10/1/1998,5267,Class A,dpmfwdg77f,66.3,56.8,47.3,43,60.8,64.7,0.36,0,0,,1015.3,Partly cloudy throughout the day.,Partially cloudy,,9.9,309.2,27.5
Summit County,Ohio,Summer,Report 12157: Motorist sees hairy biped crossing road by Cuyahoga Valley National Park,41.35208,-81.57021,7/12/2005,12157,Class B,dpmgpzfmk6,90.8,80.6,73.5,61.5,52.8,70.2,0.21,0.04,100,['rain'],1016.8,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,8.2,129.8,12.4
Summit County,Ohio,Summer,Report 25715: Man recalls early evening sighting near Brandywine Ski Resort,41.2584,-81.56255,9/14/2005,25715,Class A,dpmfxyzgwg,81.5,72.3,64.3,60.9,68.7,51.2,0.38,0.062,100,['rain'],1015.2,Partly cloudy throughout the day with late afternoon rain.,"Rain, Partially cloudy",,4.7,206.6,12.5
Summit County,Ohio,Winter,"Report 22569: Motorist has a possible, brief daylight sighting in the Cuyahoga Valley",41.25248,-81.60838,12/24/2007,22569,Class B,dpmfwvy94g,31.2,29.4,27.5,18.3,63.3,94.4,0.52,0,0,,1016.4,Cloudy skies throughout the day.,Overcast,,9.7,233.5,26.9
Summit County,Ohio,Fall,Report 28531: Witness describes possible vocalization near Bath,41.16984,-81.64181,11/18/2010,28531,Class B,dpmfnnwpxy,42.2,40.5,39.1,35.4,82,99.3,0.4,0.025,100,['rain'],1021.8,Cloudy skies throughout the day with rain in the morning and afternoon.,"Rain, Overcast",,6.3,268.9,11.9
Summit County,Ohio,Summer,Report 31852: Daylight sighting behind a home in Cuyahoga National Park,41.23739,-81.60576,6/4/2011,31852,Class A,dpmfx503py,88.3,72.6,57.9,57,59.1,26.5,0.1,0,0,,1017.6,Partly cloudy throughout the day.,Partially cloudy,,9.5,224.1,12.9
Summit County,Ohio,Spring,,,,,41471,Class B,,,,,,,,,,,,,,,,,,
Summit County,Ohio,Spring,Report 48900: Father and son record possible vocalizations at Kendall Lake in the Cuyahoga Valley National Park,41.21424,-81.5168,5/24/2015,48900,Class B,dpq43nc62g,80.4,67,49.5,43.3,45.1,18.8,0.21,0,0,,1024.5,Clear conditions throughout the day.,Clear,,9.9,198.6,10.9
Summit County,Ohio,Spring,Report 71997: 4:45am road crossing sighting of a Sasquatch 18 miles south of Cleveland,41.23925,-81.62295,5/28/2019,71997,Class A,dpmfwe7up3,82.3,72.5,64.5,64.8,77.5,63.6,0.81,0.735,100,['rain'],1006.2,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",5,9.2,234.5,16
Trumbull County,Ohio,Winter,Report 4978: Prints found following sighting near Mosquito Lake,41.36755,-80.76735,2/1/2000,4978,Class A,dpqe64ep2q,26,22.1,19.5,16.4,79.1,100,0.88,0.004,100,['snow'],1015.4,Cloudy skies throughout the day with snow.,"Snow, Overcast",,5.5,266.2,19.6
Trumbull County,Ohio,Summer,Report 9129: Man has close encounter very near the Grand River State Game Preserve,41.42579,-80.89096,8/7/2004,9129,Class A,dpq7xm348n,71.6,60.6,49.2,49.3,69.4,51.5,0.75,0,0,,1018,Becoming cloudy in the afternoon.,Partially cloudy,,9.7,321.4,11.3
Trumbull County,Ohio,Spring,Report 24356: Two fishermen hear possible vocalizations then find footprints west of Warren,39.74678,-89.34647,3/1/2005,24356,Class B,dp06ngevu2,29.2,26,23.3,18.5,73.2,77.8,0.7,0,0,,1014.8,Partly cloudy throughout the day.,Partially cloudy,,8.7,296.3,20.8
